fid;Name;CGM;Lon;Lat
1008;FIGUEREDO Y NATA;BUDGE;-58,4690326;-34,7174642
689;CLAUDIO DE ALAS & CAMINO DE LA RIBERA SUR;BUDGE;-58,468341;-34,713523
679;FIGUEREDO Y MACHADO;BUDGE;-58,4653145;-34,7153344
674;JOSÃ© ESPRONCEDA & AZAMOR;BUDGE;-58,464152;-34,712889
671;BARADERO & RICARDO PALMA;BUDGE;-58,463216;-34,715995
669;BARILOCHE E INTENDENTE PEDRO PABLO TURNER;BUDGE;-58,4629963;-34,7104033
665;AZAMOR & BARILOCHE;BUDGE;-58,461998;-34,711672
662;GUAMINI Y REAÑO;BUDGE;-58,4618691;-34,7079188
657;BARADERO Y SALADILLO;BUDGE;-58,4610636;-34,7147927
653;CAMPOAMOR & INTENDENTE PEDRO PABLO TURNER;BUDGE;-58,459741;-34,708593
642;MONTIEL & CAMPANA;BUDGE;-58,457874;-34,714854
640;BARADERO Y GUAMINI;BUDGE;-58,4578038;-34,7129829
639;FIGUEREDO & CAMPOAMOR;BUDGE;-58,457744;-34,711136
636;PRESIDENTE JUAN DOMINGO PERON Y AZAMOR;BUDGE;-58,4567304;-34,7087351
641;CAMPOAMOR Y CAMPANA;BUDGE;-58,4557556;-34,7136374
625;NECOL Y CAMPOAMOR;BUDGE;-58,4547296;-34,7148526
620;NECOL & COSQUIN;BUDGE;-58,4536615;-34,7142538
615;RECONDO Y COSQUIN;BUDGE;-58,4527149;-34,715522
687;EVARISTO CARRIEGO & FIGUEREDO;BUDGE;-58,467661;-34,716664
1012;BARADERO & COSQUÍN;BUDGE;-58,4556584;-34,7117706
1041;PRESIDENTE JUAN DOMINGO PERÓN & FIGUEREDO;BUDGE;-58,4554848;-34,7098969
632;AYOLAS Y BARILOCHE;BUDGE;-58,456057;-34,7190668
631;RECONDO & MONTIEL;BUDGE;-58,455902;-34,717318
629;SALADILLO & CANADA;BUDGE;-58,455274;-34,722008
628;EJERCITO DE LOS ANDES Y ANTONIO MACHADO;BUDGE;-58,4552288;-34,727855
621;BRAGADO & JOSE ESPRONCEDA;BUDGE;-58,453676;-34,72546
617;BARILOCHE Y CAÃ±UELAS;BUDGE;-58,4531083;-34,7229457
616;QUESADA & GUAMINÃ­;BUDGE;-58,4529;-34,719104
611;ESPRONCEDA & GINEBRA;BUDGE;-58,451908;-34,727685
606;EPECUEN Y GUAMINI;BUDGE;-58,4513328;-34,7211289
599;QUESADA & COSQUIN;BUDGE;-58,450729;-34,717903
596;BRAGADO & GUAMINI;BUDGE;-58,449814;-34,723237
595;CAMPOAMOR & CAÃ‘UELAS;BUDGE;-58,449741;-34,721175
578;BRAGADO Y COSQUIN;BUDGE;-58,4475;-34,7220211
572;GINEBRA & CAMPOAMOR;BUDGE;-58,446939;-34,725101
879;GINEBRA & CLAUDIO DE ALAS;BUDGE;-58,4555696;-34,7296002
682;RECONDO & JUAN M. DE LAVARDEN;BUDGE;-58,465953;-34,722911
675;CLAUDIO DE ALAS Y CAMPANA;BUDGE;-58,4644043;-34,7184372
884;NECOL & CLAUDIO DE ALAS;BUDGE;-58,4633527;-34,7196967
672;CANADÃ¡ Y LAVARDEN;BUDGE;-58,463324;-34,7261955
668;ANDRES BELLO & QUESADA;BUDGE;-58,462831;-34,724647
667;CIPOLLETI Y ANTONIO MACHADO;BUDGE;-58,4627587;-34,7183765
666;RECONDO & CLAUDIO DE ALAS;BUDGE;-58,462398;-34,720924
664;LAVARDEN & CAÃ‘UELAS;BUDGE;-58,461891;-34,727953
885;CIPOLLETI & RICARDO PALMA;BUDGE;-58,4618413;-34,7177242
659;NECOL & RICARDO PALMA;BUDGE;-58,461222;-34,718488
656;CANADA & EVARISTO CARRIEGO;BUDGE;-58,460977;-34,724989
655;CIPOLLETI & JOSE ESPRONCEDA;BUDGE;-58,460748;-34,71715
654;FALUCHO & GINEBRA;BUDGE;-58,460373;-34,732059
650;ANTONIO MACHADO & QUESADA;BUDGE;-58,459382;-34,722721
649;AYOLAS Y RICARDO PALMA;BUDGE;-58,4592995;-34,7208826
648;RECONDO & JOSÃ© ESPRONCEDA;BUDGE;-58,459133;-34,719133
646;ANDRES BELLO & ESCOBAR;BUDGE;-58,458919;-34,729954
643;EVARISTO CARRIEGO & BRAGADO;BUDGE;-58,458527;-34,728115
1038;FALUCHO & AUSTRALIA;BUDGE;-58,4611862;-34,73044
549;ARANA GOIRI & SANTA MONICA;PARQUE BARON;-58,443237;-34,764024
535;EUSKADI & BARTOLOME HIDALGO;PARQUE BARON;-58,441328;-34,76452
533;HOMERO & SANTA MONICA;PARQUE BARON;-58,440958;-34,763397
525;INTENDENTE TAVANO Y PARANA;PARQUE BARON;-58,4401507;-34,761447
520;POTOSÃ­ & FALUCHO;PARQUE BARON;-58,439528;-34,759543
519;OMBU Y FLORENCIO SANCHEZ;PARQUE BARON;-58,4391426;-34,7570989
516;OMBU & MIGUEL DE CERVANTES;PARQUE BARON;-58,438816;-34,755452
513;INTENDENTE TAVANO Y BARTOLOME HIDALGO;PARQUE BARON;-58,4386232;-34,7632615
505;TUNUYÃ¡N & INTENDENTE TAVANO;PARQUE BARON;-58,43806;-34,764003
500;JUAN RAMON GIMENEZ & FABIAN ONSARI;PARQUE BARON;-58,437471;-34,756305
490;ALFONSINA STORNI & JUAN RAMON GIMENEZ;PARQUE BARON;-58,436225;-34,758424
488;MIGUEL DE CERVANTES & JAURETCHE;PARQUE BARON;-58,436149;-34,755838
487;CONSTANCIO C. VIGIL & EDUARDO SCHIAFFINO;PARQUE BARON;-58,436125;-34,762645
475;HORACIO QUIROGA & JUAN RAMON GIMENEZ;PARQUE BARON;-58,434684;-34,760893
472;FLORENCIO SÃ¡NCHEZ & FERNANDO FADER;PARQUE BARON;-58,434335;-34,763698
461;ORTEGA Y GASSET & GUILLERMO HUDSON;PARQUE BARON;-58,433279;-34,757789
456;JACINTO BENAVENTE & RUA ROSSI;PARQUE BARON;-58,432727;-34,761854
447;LOS PALOS BORRACHOS & LOS ROBLES;PARQUE BARON;-58,431658;-34,764902
553;IPARRAGUIRRE & BARTOLOMÃ© HIDALGO;PARQUE BARON;-58,44469;-34,766253
556;TROPEROS Y HOMERO;PARQUE BARON;-58,4453421;-34,7573556
558;OLMOS & EUSKADI;PARQUE BARON;-58,445469;-34,758978
563;TUNUYÃ¡N & BERNARDO O'HIGGINS;PARQUE BARON;-58,44578;-34,768339
575;IPARRAGUIRRE & POTOSÃ­;PARQUE BARON;-58,447175;-34,762929
582;BUSTOS Y OLMOS;PARQUE BARON;-58,4477275;-34,760139
587;ARANA GOIRI Y USPALLATA;PARQUE BARON;-58,4482647;-34,7573466
609;TERRADA & USPALLATA;PARQUE BARON;-58,451624;-34,759082
748;GUARANÍ & IPARRAGUIRRE;PARQUE BARON;-58,4430213;-34,7684735
750;VOLTAIRE & TUPUNGATO;PARQUE BARON;-58,4386486;-34,7651689
752;ARANA GOIRI & POTOSÍ;PARQUE BARON;-58,4449053;-34,7617935
450;LAS LILAS & CALLE MOLINA ARROTEA;PARQUE BARON;-58,431959;-34,766871
495;VOLTAIRE & AVENIDA JUAN XXIII;PARQUE BARON;-58,436927;-34,767415
517;FAMATINA & EUSKADI;PARQUE BARON;-58,438826;-34,767842
501;CARCARAÃ±A & VOLTAIRE;PARQUE BARON;-58,437788;-34,766298
850;GASSET Y STORNI;PARQUE BARON;-58,4337045;-34,7572054
851;JACINTO BENAVENTE & RICARDO GÜIRALDES;PARQUE BARON;-58,4342987;-34,7598866
1042;PERON Y ROSSI;PARQUE BARON;-58,4310057;-34,7610471
1048;LOS JACARANDAES 243;PARQUE BARON;-58,4307654;-34,7651069
527;JORGE NEWBERY & MELENDEZ VALDEZ;PARQUE BARON;-58,440264;-34,771026
502;SANTA TERESITA & MELENDEZ VALDEZ;PARQUE BARON;-58,437871;-34,770314
496;SANTA TERESITA & SANTA ISABEL;PARQUE BARON;-58,436974;-34,772638
494;OSLO Y SANTA ISABEL ;PARQUE BARON;-58,4350591;-34,7707744
476;MADRID & SANTA FILOMENA;PARQUE BARON;-58,434754;-34,773232
857;CAROLINA MUZZILLI 163;PARQUE BARON;-58,4331965;-34,7711824
459;OSLO & JOSÃ© M. JORGE;PARQUE BARON;-58,433048;-34,773421
439;ERNESTO MERLO & ESTOCOLMO;PARQUE BARON;-58,430813;-34,773358
437;SANTA FILOMENA & FRANCISCO SIRITTO;PARQUE BARON;-58,430721;-34,771186
1021;MELENDEZ VALDEZ & LOS AROMOS;PARQUE BARON;-58,4420274;-34,7719649
1036;GUARANÍ & EUSKADI;PARQUE BARON;-58,4396586;-34,7667168
413;MADRID & ANTONIO PETRELLI;PARQUE BARON;-58,428358;-34,781784
415;VIENA & OLIDEN;PARQUE BARON;-58,428608;-34,777798
426;ISLA SOLEDAD Y ESTOCOLMO;PARQUE BARON;-58,4296615;-34,7748783
444;ISLA SOLEDAD & OSLO;PARQUE BARON;-58,431318;-34,775729
498;RESERVA SANTA CATALINA;PARQUE BARON;-58,437127;-34,780257
518;GENERAL ALLARIAS & CAROLINA MUZZILLI;PARQUE BARON;-58,438844;-34,774487
972;SAN SALVADOR & LOS ANDES;PARQUE BARON;-58,4256722;-34,7790081
477;ISABEL LA CATOLICA & ORTEGA Y GASSET;PARQUE BARON;-58,43499;-34,754595
573;EL ZONDA & HOMERO;PARQUE BARON;-58,446979;-34,75515
561;URUNDAY & LA FONTAINE;PARQUE BARON;-58,445591;-34,752898
548;FALUCHO & ELZONDA ;PARQUE BARON;-58,4440307;-34,7536794
875;CONSTANCIO C. VIGIL & FEDERICO CHAMPALANNE;PARQUE BARON;-58,4423454;-34,7542839
530;ESTANISLAO DE CAMPO & FLORENCIO SÃ¡NCHEZ;PARQUE BARON;-58,440767;-34,754987
852;CHAPALANE Y LOPE DE VEGA;PARQUE BARON;-58,4406773;-34,7533956
503;ISABEL LA CATOLICA ENTRE ZORRILLA & OMBU;PARQUE BARON;-58,437934;-34,753297
931;TERRADA 1296;PARQUE BARON;-58,4533802;-34,757031
1022;EL ZONDA & FLORENCIO SÁNCHEZ;PARQUE BARON;-58,442359;-34,7529402
729;12 DE OCTUBRE Y RAMIRO DEL CARRIL;SANTA CATALINA;-58,4822537;-34,746885
725;DIAGONAL 61 & JOSE FORGIONE;SANTA CATALINA;-58,480477;-34,746975
713;FACUNDO QUIROGA2000;SANTA CATALINA;-58,4766604;-34,7499517
716;CHE GUEVARA & PAMPAS;SANTA CATALINA;-58,4762755;-34,7519723
714;CAMILO MANDELLI & A. MAGRASSI;SANTA CATALINA;-58,475697;-34,747238
710;PABLO CAMARERO & CAPITÃ¡N RUBEN MARTELL;SANTA CATALINA;-58,474041;-34,75676
909;PUNTO 972;SANTA CATALINA;-58,47373;-34,7467788
702;DR. CARLOS VOSS & MADRES DE PLAZA DE MAYO;SANTA CATALINA;-58,472386;-34,751328
856;AVENIDA CAPITÁN GIACHINO & GENERAL JUAN FACUNDO QUIROGA;SANTA CATALINA;-58,4721448;-34,7477268
859;GENERAL J. COSTA & R. VENZANO;SANTA CATALINA;-58,4716361;-34,7569472
693;JOSE SAN TALLON & DAVID BAUD;SANTA CATALINA;-58,469231;-34,755457
691;MANUELA PEDRAZA & GENERAL JUAN FACUNDO QUIROGA;SANTA CATALINA;-58,468775;-34,745932
688;LUIS FARINELLO Y CACHO PEÑALOSA;SANTA CATALINA;-58,4683483;-34,7577562
684;AGUSTIN MAGALDI Y CALLE 100;SANTA CATALINA;-58,4665933;-34,7460642
683;CALLE 3 Y CALLE 102;SANTA CATALINA;-58,4664132;-34,74689
681;CALLE 3 & CALLE 104;SANTA CATALINA;-58,465695;-34,747858
673;CALLE UNION & CALLE 4;SANTA CATALINA;-58,463962;-34,746545
751;CALLE UNIÓN REAL & PASAJE KIRCHNER;SANTA CATALINA;-58,4619135;-34,748421
652;BARRIO SEBASTIÃ¡N;SANTA CATALINA;-58,459539;-34,752662
922;LEONARDO DA VINCI 2205;SANTA CATALINA;-58,4693598;-34,7538116
944;TATO BORES 118;SANTA CATALINA;-58,4719557;-34,7496298
951;CALLE 3 Y 109;SANTA CATALINA;-58,4639871;-34,7501232
954;PJE OLIDEN Y CALLE 1;SANTA CATALINA;-58,4702067;-34,747915
956;BARRIO SEBASTIAN;SANTA CATALINA;-58,4597735;-34,7531622
1016;CALLE 3 & CALLE 107;SANTA CATALINA;-58,4646033;-34,7493197
1031;OLENDE DE GRIGERA Y 104;SANTA CATALINA;-58,4679722;-34,7490264
1040;DAVID BAUD & AVENIDA GENERAL CHACHO PEÑALOZA;SANTA CATALINA;-58,4701275;-34,7592449
740;SANTA CRUZ & MENDOZA;SANTA CATALINA;-58,490708;-34,735436
739;RESISTENCIA & CALLE 19;SANTA CATALINA;-58,489267;-34,73577
738;SIMON BOLIVAR Y RESISTENCIA;SANTA CATALINA;-58,4885022;-34,7368752
737;SALTA & CALLE 19;SANTA CATALINA;-58,488329;-34,735011
736;PASAJE PERÃ³N & LOS PINOS;SANTA CATALINA;-58,487452;-34,735599
735;AV. OLIMPO Y 11 DE AGOSTO;SANTA CATALINA;-58,487439;-34,738638
734;LA PAZ & IRUPANA;SANTA CATALINA;-58,486118;-34,736403
733;CALLE 4 & PASAJE PERÃ³N;SANTA CATALINA;-58,485426;-34,734389
732;CAPITAN RUBEN MARTELL & CAPITAN YABEN;SANTA CATALINA;-58,485344;-34,739689
731;SANTOS VEGA & AV. DR. GILBERTO ELIZALDE;SANTA CATALINA;-58,485036;-34,744432
730;MIATELLO Y HECTOR MILLAN;SANTA CATALINA;-58,4831618;-34,7418694
728;PASAJE DEL PUEBLO & OLIMPO;SANTA CATALINA;-58,482152;-34,736401
727;CAPITÃ¡N GARCÃ­A CUERVA & CALLE 17;SANTA CATALINA;-58,482023;-34,738473
726;AV. OLIMPO & AV. SAN JUAN;SANTA CATALINA;-58,480629;-34,735761
722;AV. DE LA NORIA & RAUL LLOBERAS;SANTA CATALINA;-58,478887;-34,733327
721;DIAGONAL 61 & ILLESCAS;SANTA CATALINA;-58,478464;-34,740754
720;MACACHA GUEMES & SUBOFICIAL R. N. DE ROSA;SANTA CATALINA;-58,47765;-34,737229
719;EVITA & CABO CASERES;SANTA CATALINA;-58,477604;-34,738624
718;CABO CORREA Y AV. CAP GIACHINO;SANTA CATALINA;-58,4770634;-34,7412176
741;CALLE 21 & CALLE 103;SANTA CATALINA;-58,491441;-34,73241
742;CALLE 6 & CALLE 102;SANTA CATALINA;-58,49476;-34,72907
743;CALLE 102 & CALLE 29;SANTA CATALINA;-58,496882;-34,726003
771;CÓRDOBA & JUNIN;SANTA CATALINA;-58,481321;-34,7301869
860;MIATELLO & SAN MANCO;SANTA CATALINA;-58,4816122;-34,7421171
861;AVENIDA DOCTOR GILBERTO ELIZALDE & AVENIDA OLIMPO;SANTA CATALINA;-58,4888297;-34,739283
862;MENDOZA & SANTA CRUZ;SANTA CATALINA;-58,4912716;-34,7349522
896;ILARIO LOREA 4114;SANTA CATALINA;-58,4837611;-34,7334058
946;TOMAS ESPORA 785;SANTA CATALINA;-58,488876;-34,729958
971;ARROYO SANTA CATALINA;SANTA CATALINA;-58,4806461;-34,7378951
1030;CENTENARI 34;SANTA CATALINA;-58,483654;-34,7382072
1035;AVENIDA CAPITÁN GIACHINO & SUBOFICIAL R. N. DE ROSA;SANTA CATALINA;-58,479208;-34,7380531
709;HOMERO MANZI & SUBOFICIAL R. N. DE ROSA;SANTA CATALINA;-58,473971;-34,735284
708;CABO CORREA & MANUELA PEDRAZA;SANTA CATALINA;-58,473772;-34,739524
706;HOMERO MANZI & CABO CASERES;SANTA CATALINA;-58,473188;-34,736308
705;SOLDADO RODRIGUEZ Y PAULA ROSENDE DE GIGRERA;SANTA CATALINA;-58,4730541;-34,7418801
704;IGNACIO CORSINI & CABO CORREA;SANTA CATALINA;-58,472966;-34,739095
701;SOLDADO BRITOS Y CARRILLO;SANTA CATALINA;-58,4723634;-34,7428454
700;SOLDADO BRITO & MANUELA PEDRAZA;SANTA CATALINA;-58,47148;-34,742478
698;AGUSTIN MAGALDI & SOLDADO RODRIGUEZ;SANTA CATALINA;-58,47076;-34,740667
692;AGUSTIN MAGALDI & SOLDADO ZELARRAYAN;SANTA CATALINA;-58,469178;-34,742716
685;PADRE CARLOS MUJICA & SOLDADO BENITEZ;SANTA CATALINA;-58,466986;-34,743032
757;PADRE CARLOS MUJICA & SOLDADO BRITO;SANTA CATALINA;-58,4686013;-34,7409845
769;SOLDADO PETRUCCELLI & AGUSTÍN MAGALDI;SANTA CATALINA;-58,4676741;-34,7446257
863;SOLDADO MARCELO MASSAD & AGUSTÍN MAGALDI;SANTA CATALINA;-58,4754885;-34,7346369
901;SANTA FE 80;SANTA CATALINA;-58,476704;-34,7443102
1020;GENERAL JUAN FACUNDO QUIROGA & CALLE 4;SANTA CATALINA;-58,4656727;-34,7442865
597;URUNDAY & ARANA GOIRI;SANTA MARTA;-58,449893;-34,755131
602;URUNDAY Y BUSTOS;SANTA MARTA;-58,4510496;-34,7557108
467;FOURNIER Y GAUCHO RIVERO;SANTA MARTA;-58,4338327;-34,7478256
438;LAS TROPAS & PARRAL;SANTA MARTA;-58,430737;-34,746974
433;ACCESO A PRESIDENTE JUAN DOMINGO PERÃ³N & LAS TROPAS;SANTA MARTA;-58,430457;-34,747232
524;AV. GRAL. MARTIN RODRIGUEZ Y MONTIEL;SANTA MARTA;-58,4399061;-34,7387759
493;LUIS VERNET & LAS TROPAS;SANTA MARTA;-58,436579;-34,740084
489;ELOY ALFARO & GABRIELA MISTRAL. BARRIO ODISA;SANTA MARTA;-58,436163;-34,738668
485;TIMOTEO GORDILLO & OLIVOS;SANTA MARTA;-58,436003;-34,742998
469;LISANDRO DE LA TORRE & OLIVOS;SANTA MARTA;-58,434061;-34,745278
465;MAYOR OLIVERO & VICENTE BARBIERI;SANTA MARTA;-58,433652;-34,739827
448;VICENTE BARBIERI & CEFERINO NAMUNCURÃ¡;SANTA MARTA;-58,431731;-34,742128
442;ZELAYA & ELOY ALFARO;SANTA MARTA;-58,431124;-34,74432
870;VICENTE BARBIERI & TIMOTEO GORDILLO;SANTA MARTA;-58,4327239;-34,7409799
871;GABRIELA MISTRAL 1947;SANTA MARTA;-58,4397162;-34,7400564
921;FOURNIER 1704;SANTA MARTA;-58,4387942;-34,7427315
588;AVENIDA GENERAL MARTÃ­N RODRÃ­GUEZ & ANDRÃ©S BELLO;SANTA MARTA;-58,448421;-34,743549
547;JOSÃ© INGENIEROS & LUIS VERNET;SANTA MARTA;-58,443048;-34,743742
872;AV. GRAL. MARTÍN RODRÍGUEZ 2240;SANTA MARTA;-58,4439671;-34,7411865
633;IPARRAGUIRRE & MIRAMAR;SANTA MARTA;-58,456318;-34,750737
630;ARANA GOIRI & PUNTA ALTA;SANTA MARTA;-58,455745;-34,747364
624;EUSKADI Y PUNTA ALTA;SANTA MARTA;-58,4546202;-34,7468276
623;TERRADA Y EL PAMPERO;SANTA MARTA;-58,4541064;-34,7557654
622;MAR DEL PLATA & IPARRAGUIRRE;SANTA MARTA;-58,453838;-34,75408
906;BUSTOS 1596;SANTA MARTA;-58,4534117;-34,7524893
618;ARANA GOIRI & COPIHUE;SANTA MARTA;-58,453283;-34,7507
612;HOMERO & MIRAMAR;SANTA MARTA;-58,452107;-34,748594
