Agrupamiento,Imputación,Importe,fecha,DIPONIBILIDAD DE FONDOS,ORIGEN FONDOS
1.2.6.02.02,INFRACCION A LAS OBLIGACIONES EJERCICIO ANTERIORES,4434924.2,2026-02-03 00:00:00,Libre Disponibilidad,Municipales
1.2.6.08.02,MULTAS POR CONTRAVENCIONES (EJERC.ANTERIORES,4156050,2026-02-03 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.02,IMPUESTO AUTOMOTOR LEY 13.010 - ANTERIORES-,3503513.24,2026-02-03 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.01,CEMENTERIO EJERCICIO,1052000,2026-02-03 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.01,OCUPACION Y USO DE ESPACIOS PUBLICOS DEL EJERCICIO,616970.32,2026-02-03 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.02,CEMENTERIO EJERCICIOS ANTERIORES,547568,2026-02-03 00:00:00,Libre Disponibilidad,Municipales
1.1.9.08.01,PATENTE DE MOTOVEHICULOS DEL EJERCICIO,529331.67,2026-02-03 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.01,MULTAS POR CONTRAVENCIONES DEL EJERCICIO,451750.13,2026-02-03 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.01,INFRACCION A LAS OBLIGACIONES EJERCICIO,404776.5,2026-02-03 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.01,INSPECCIÓN DE SEGURIDAD E HIGIENE -EJERCICIO-,362762.05,2026-02-03 00:00:00,Libre Disponibilidad,Municipales
1.2.1.14,TASA POR SERVICIOS VARIOS EJERCICIO,355000,2026-02-03 00:00:00,Libre Disponibilidad,Municipales
1.2.1.21,TASAS POR SERV.VARIOS EJERCICIO ANTERIOR,310676.82,2026-02-03 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.04,ALTAS Y/O BAJAS IMPOSIT.DE AUTOMOTORES,280000,2026-02-03 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.05,ALTAS Y/O BAJAS IMPOSIT.DE MOTOVEHICULOS,216000,2026-02-03 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.02,PUBLICIDAD Y PROPAGANDA -ANTERIORES-,126217.67,2026-02-03 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.02,OCUPACION Y USO DE ESPACIOS PUBLICOS DE EJERCICOS ANTERIORES,70562.72,2026-02-03 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.01,PUBLICIDAD Y PROPAGANDA -EJERCICIO-,64943.09,2026-02-03 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.02,DERECHOS DE OFICINA EJERCICIOS ANTERIORES,63000.29,2026-02-03 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.01,IMPUESTO AUTOMOTOR LEY 13.010 -EJERCICIO-,22063,2026-02-03 00:00:00,Libre Disponibilidad,Municipales
1.2.1.02,SERVICIOS ESPECIALES DE LIMPIEZA E HIGIENE,14000,2026-02-03 00:00:00,Libre Disponibilidad,Municipales
1.6.2.01.02,INTERESES POR COLOCACIONES FINANCIERAS,47671232.88,2026-02-04 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.01,TASA SERVICIOS GENERALES MUNICIPALES - EJERCICIO-,38443338.25,2026-02-04 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.02,MULTAS POR CONTRAVENCIONES EJERCICIOS ANTERIORES,27339111.55,2026-02-04 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.01,DERECHOS DE OFICINA DEL EJERCICIO,10937496,2026-02-04 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.02,TASA SERVICIOS GENERALES MUNICIPALES -ANTERIORES-,9197258.2,2026-02-04 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.01,INSPECCIÓN DE SEGURIDAD E HIGIENE -EJERCICIO-,8321279.46,2026-02-04 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.02,INSPECCIÓN DE SEGURIDAD E HIGIENE -ANTERIORES-,7935290.33,2026-02-04 00:00:00,Libre Disponibilidad,Municipales
1.2.2.11.01,DERECHOS DE CONSTRUCCION,6306152.4,2026-02-04 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.02,IMPUESTO AUTOMOTOR LEY 13.010 - ANTERIORES-,4386625.23,2026-02-04 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.02,INFRACCION A LAS OBLIGACIONES EJERCICIO ANTERIORES,2489612.84,2026-02-04 00:00:00,Libre Disponibilidad,Municipales
1.2.6.08.02,MULTAS POR CONTRAVENCIONES (EJERC.ANTERIORES,1746750,2026-02-04 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.01,MULTAS POR CONTRAVENCIONES DEL EJERCICIO,1170250.01,2026-02-04 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.01,CEMENTERIO EJERCICIO,839000,2026-02-04 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.01,OCUPACION Y USO DE ESPACIOS PUBLICOS DEL EJERCICIO,745006,2026-02-04 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.01,PUBLICIDAD Y PROPAGANDA -EJERCICIO-,734318.98,2026-02-04 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.04,ALTAS Y/O BAJAS IMPOSIT.DE AUTOMOTORES,560000,2026-02-04 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.01,INFRACCION A LAS OBLIGACIONES EJERCICIO,438199.05,2026-02-04 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.02,CEMENTERIO EJERCICIOS ANTERIORES,434787,2026-02-04 00:00:00,Libre Disponibilidad,Municipales
1.2.1.21,TASAS POR SERV.VARIOS EJERCICIO ANTERIOR,284293.12,2026-02-04 00:00:00,Libre Disponibilidad,Municipales
1.2.1.14,TASA POR SERVICIOS VARIOS EJERCICIO,271000,2026-02-04 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.02,PUBLICIDAD Y PROPAGANDA -ANTERIORES-,191283.66,2026-02-04 00:00:00,Libre Disponibilidad,Municipales
1.1.9.08.01,PATENTE DE MOTOVEHICULOS DEL EJERCICIO,165492.4,2026-02-04 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.05,ALTAS Y/O BAJAS IMPOSIT.DE MOTOVEHICULOS,126000,2026-02-04 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.02,OCUPACION Y USO DE ESPACIOS PUBLICOS DE EJERCICOS ANTERIORES,59216.48,2026-02-04 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.02,DERECHOS DE OFICINA EJERCICIOS ANTERIORES,26460.04,2026-02-04 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.01,IMPUESTO AUTOMOTOR LEY 13.010 -EJERCICIO-,17001.85,2026-02-04 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.01,TASA SERVICIOS GENERALES MUNICIPALES - EJERCICIO-,55605898.08,2026-02-05 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.02,MULTAS POR CONTRAVENCIONES EJERCICIOS ANTERIORES,39615638.13,2026-02-05 00:00:00,Libre Disponibilidad,Municipales
1.2.2.11.01,DERECHOS DE CONSTRUCCION,22215469.13,2026-02-05 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.02,INSPECCIÓN DE SEGURIDAD E HIGIENE -ANTERIORES-,20293284.32,2026-02-05 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.01,DERECHOS DE OFICINA DEL EJERCICIO,19217641.5,2026-02-05 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.02,TASA SERVICIOS GENERALES MUNICIPALES -ANTERIORES-,9161879.75,2026-02-05 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.02,IMPUESTO AUTOMOTOR LEY 13.010 - ANTERIORES-,5770503.7,2026-02-05 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.01,INSPECCIÓN DE SEGURIDAD E HIGIENE -EJERCICIO-,4340947,2026-02-05 00:00:00,Libre Disponibilidad,Municipales
1.2.6.08.02,MULTAS POR CONTRAVENCIONES (EJERC.ANTERIORES,3552025,2026-02-05 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.02,INFRACCION A LAS OBLIGACIONES EJERCICIO ANTERIORES,3548590.79,2026-02-05 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.01,MULTAS POR CONTRAVENCIONES DEL EJERCICIO,3246010.05,2026-02-05 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.01,CEMENTERIO EJERCICIO,973000,2026-02-05 00:00:00,Libre Disponibilidad,Municipales
1.2.1.04,HABILITACIÓN DE COMERCIOS E INDUSTRIAS,930000,2026-02-05 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.01,INFRACCION A LAS OBLIGACIONES EJERCICIO,632503.34,2026-02-05 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.04,ALTAS Y/O BAJAS IMPOSIT.DE AUTOMOTORES,592580.02,2026-02-05 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.02,CEMENTERIO EJERCICIOS ANTERIORES,456400,2026-02-05 00:00:00,Libre Disponibilidad,Municipales
1.1.9.08.01,PATENTE DE MOTOVEHICULOS DEL EJERCICIO,411359.02,2026-02-05 00:00:00,Libre Disponibilidad,Municipales
1.2.1.21,TASAS POR SERV.VARIOS EJERCICIO ANTERIOR,336124.24,2026-02-05 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.05,ALTAS Y/O BAJAS IMPOSIT.DE MOTOVEHICULOS,252000,2026-02-05 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.02,PUBLICIDAD Y PROPAGANDA -ANTERIORES-,202308.69,2026-02-05 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.01,PUBLICIDAD Y PROPAGANDA -EJERCICIO-,200150.35,2026-02-05 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.02,OCUPACION Y USO DE ESPACIOS PUBLICOS DE EJERCICOS ANTERIORES,197951.67,2026-02-05 00:00:00,Libre Disponibilidad,Municipales
1.2.1.14,TASA POR SERVICIOS VARIOS EJERCICIO,135000,2026-02-05 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.01,IMPUESTO AUTOMOTOR LEY 13.010 -EJERCICIO-,115260.62,2026-02-05 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.02,DERECHOS DE OFICINA EJERCICIOS ANTERIORES,62998.39,2026-02-05 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.01,OCUPACION Y USO DE ESPACIOS PUBLICOS DEL EJERCICIO,40560,2026-02-05 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.01,TASA SERVICIOS GENERALES MUNICIPALES - EJERCICIO-,155585975.1,2026-02-06 00:00:00,Libre Disponibilidad,Municipales
1.6.2.01.02,INTERESES POR COLOCACIONES FINANCIERAS,63432617.03,2026-02-06 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.02,MULTAS POR CONTRAVENCIONES EJERCICIOS ANTERIORES,29641772.49,2026-02-06 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.01,DERECHOS DE OFICINA DEL EJERCICIO,14589797,2026-02-06 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.02,INSPECCIÓN DE SEGURIDAD E HIGIENE -ANTERIORES-,12082819.04,2026-02-06 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.02,TASA SERVICIOS GENERALES MUNICIPALES -ANTERIORES-,8200517.32,2026-02-06 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.01,INSPECCIÓN DE SEGURIDAD E HIGIENE -EJERCICIO-,6933822.3,2026-02-06 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.02,IMPUESTO AUTOMOTOR LEY 13.010 - ANTERIORES-,5277058.88,2026-02-06 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.02,INFRACCION A LAS OBLIGACIONES EJERCICIO ANTERIORES,3676250.06,2026-02-06 00:00:00,Libre Disponibilidad,Municipales
1.2.6.08.02,MULTAS POR CONTRAVENCIONES (EJERC.ANTERIORES,1716650,2026-02-06 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.01,CEMENTERIO EJERCICIO,1320000,2026-02-06 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.01,INFRACCION A LAS OBLIGACIONES EJERCICIO,725449.98,2026-02-06 00:00:00,Libre Disponibilidad,Municipales
1.1.9.08.01,PATENTE DE MOTOVEHICULOS DEL EJERCICIO,619189.95,2026-02-06 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.04,ALTAS Y/O BAJAS IMPOSIT.DE AUTOMOTORES,560000,2026-02-06 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.02,CEMENTERIO EJERCICIOS ANTERIORES,529422,2026-02-06 00:00:00,Libre Disponibilidad,Municipales
1.2.1.14,TASA POR SERVICIOS VARIOS EJERCICIO,494000,2026-02-06 00:00:00,Libre Disponibilidad,Municipales
1.2.2.11.01,DERECHOS DE CONSTRUCCION,422974.86,2026-02-06 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.01,MULTAS POR CONTRAVENCIONES DEL EJERCICIO,255727.09,2026-02-06 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.01,PUBLICIDAD Y PROPAGANDA -EJERCICIO-,211951,2026-02-06 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.02,OCUPACION Y USO DE ESPACIOS PUBLICOS DE EJERCICOS ANTERIORES,196640.96,2026-02-06 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.05,ALTAS Y/O BAJAS IMPOSIT.DE MOTOVEHICULOS,178920,2026-02-06 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.02,PUBLICIDAD Y PROPAGANDA -ANTERIORES-,172534.36,2026-02-06 00:00:00,Libre Disponibilidad,Municipales
1.2.1.04,HABILITACIÓN DE COMERCIOS E INDUSTRIAS,86000,2026-02-06 00:00:00,Libre Disponibilidad,Municipales
1.2.1.21,TASAS POR SERV.VARIOS EJERCICIO ANTERIOR,80629.76,2026-02-06 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.01,OCUPACION Y USO DE ESPACIOS PUBLICOS DEL EJERCICIO,74240,2026-02-06 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.02,DERECHOS DE OFICINA EJERCICIOS ANTERIORES,62999.84,2026-02-06 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.01,IMPUESTO AUTOMOTOR LEY 13.010 -EJERCICIO-,53001.43,2026-02-06 00:00:00,Libre Disponibilidad,Municipales
1.2.2.17.01,DERECHO POR OFICIO JUDICIAL DEL EJERCICIO,20000,2026-02-06 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.01,TASA SERVICIOS GENERALES MUNICIPALES - EJERCICIO-,97693022.85,2026-02-09 00:00:00,Libre Disponibilidad,Municipales
1.6.2.01.02,INTERESES POR COLOCACIONES FINANCIERAS,54356164.38,2026-02-09 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.02,MULTAS POR CONTRAVENCIONES EJERCICIOS ANTERIORES,37735006.7,2026-02-09 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.02,TASA SERVICIOS GENERALES MUNICIPALES -ANTERIORES-,22211461.71,2026-02-09 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.02,INSPECCIÓN DE SEGURIDAD E HIGIENE -ANTERIORES-,20972749.7,2026-02-09 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.01,INSPECCIÓN DE SEGURIDAD E HIGIENE -EJERCICIO-,17078854.8,2026-02-09 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.01,DERECHOS DE OFICINA DEL EJERCICIO,10689346,2026-02-09 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.02,INFRACCION A LAS OBLIGACIONES EJERCICIO ANTERIORES,6717867.62,2026-02-09 00:00:00,Libre Disponibilidad,Municipales
1.2.6.08.02,MULTAS POR CONTRAVENCIONES (EJERC.ANTERIORES,6272125,2026-02-09 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.02,IMPUESTO AUTOMOTOR LEY 13.010 - ANTERIORES-,5435209.9,2026-02-09 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.01,CEMENTERIO EJERCICIO,3212000,2026-02-09 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.01,MULTAS POR CONTRAVENCIONES DEL EJERCICIO,1535950.35,2026-02-09 00:00:00,Libre Disponibilidad,Municipales
1.2.2.11.01,DERECHOS DE CONSTRUCCION,1140283.46,2026-02-09 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.02,CEMENTERIO EJERCICIOS ANTERIORES,914164,2026-02-09 00:00:00,Libre Disponibilidad,Municipales
1.1.9.08.01,PATENTE DE MOTOVEHICULOS DEL EJERCICIO,893872.86,2026-02-09 00:00:00,Libre Disponibilidad,Municipales
1.2.1.14,TASA POR SERVICIOS VARIOS EJERCICIO,691000,2026-02-09 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.04,ALTAS Y/O BAJAS IMPOSIT.DE AUTOMOTORES,640000,2026-02-09 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.02,PUBLICIDAD Y PROPAGANDA -ANTERIORES-,639843.65,2026-02-09 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.01,INFRACCION A LAS OBLIGACIONES EJERCICIO,574222.28,2026-02-09 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.05,ALTAS Y/O BAJAS IMPOSIT.DE MOTOVEHICULOS,414000,2026-02-09 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.01,OCUPACION Y USO DE ESPACIOS PUBLICOS DEL EJERCICIO,386240,2026-02-09 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.01,PUBLICIDAD Y PROPAGANDA -EJERCICIO-,356169.12,2026-02-09 00:00:00,Libre Disponibilidad,Municipales
1.2.1.21,TASAS POR SERV.VARIOS EJERCICIO ANTERIOR,281839.06,2026-02-09 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.02,OCUPACION Y USO DE ESPACIOS PUBLICOS DE EJERCICOS ANTERIORES,224883.56,2026-02-09 00:00:00,Libre Disponibilidad,Municipales
1.2.1.04,HABILITACIÓN DE COMERCIOS E INDUSTRIAS,221000,2026-02-09 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.02,DERECHOS DE OFICINA EJERCICIOS ANTERIORES,126755.4,2026-02-09 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.01,IMPUESTO AUTOMOTOR LEY 13.010 -EJERCICIO-,53420.82,2026-02-09 00:00:00,Libre Disponibilidad,Municipales
1.2.6.06,CONVENIO A.C.A.R.A.,174740810.4,2026-02-10 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.01,TASA SERVICIOS GENERALES MUNICIPALES - EJERCICIO-,123258411.2,2026-02-10 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.02,MULTAS POR CONTRAVENCIONES EJERCICIOS ANTERIORES,30296711.82,2026-02-10 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.01,DERECHOS DE OFICINA DEL EJERCICIO,16361847,2026-02-10 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.01,INSPECCIÓN DE SEGURIDAD E HIGIENE -EJERCICIO-,16273182.39,2026-02-10 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.02,TASA SERVICIOS GENERALES MUNICIPALES -ANTERIORES-,15504775.59,2026-02-10 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.02,INSPECCIÓN DE SEGURIDAD E HIGIENE -ANTERIORES-,8865882.03,2026-02-10 00:00:00,Libre Disponibilidad,Municipales
1.2.6.08.02,MULTAS POR CONTRAVENCIONES (EJERC.ANTERIORES,6719075,2026-02-10 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.02,IMPUESTO AUTOMOTOR LEY 13.010 - ANTERIORES-,6328145.91,2026-02-10 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.02,INFRACCION A LAS OBLIGACIONES EJERCICIO ANTERIORES,5058190.79,2026-02-10 00:00:00,Libre Disponibilidad,Municipales
1.2.1.17,"LEY 11018 BINGOS, CASINOS E HIPODROMOS",4653120,2026-02-10 00:00:00,Libre Disponibilidad,Municipales
1.2.2.11.01,DERECHOS DE CONSTRUCCION,3939338.32,2026-02-10 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.01,PUBLICIDAD Y PROPAGANDA -EJERCICIO-,1655179.29,2026-02-10 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.01,CEMENTERIO EJERCICIO,1531000,2026-02-10 00:00:00,Libre Disponibilidad,Municipales
1.2.1.14,TASA POR SERVICIOS VARIOS EJERCICIO,1484000,2026-02-10 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.01,INFRACCION A LAS OBLIGACIONES EJERCICIO,615993.77,2026-02-10 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.04,ALTAS Y/O BAJAS IMPOSIT.DE AUTOMOTORES,500000,2026-02-10 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.01,MULTAS POR CONTRAVENCIONES DEL EJERCICIO,451750.03,2026-02-10 00:00:00,Libre Disponibilidad,Municipales
1.1.9.08.01,PATENTE DE MOTOVEHICULOS DEL EJERCICIO,448917.87,2026-02-10 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.02,CEMENTERIO EJERCICIOS ANTERIORES,441207,2026-02-10 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.05,ALTAS Y/O BAJAS IMPOSIT.DE MOTOVEHICULOS,341244,2026-02-10 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.01,OCUPACION Y USO DE ESPACIOS PUBLICOS DEL EJERCICIO,225480,2026-02-10 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.02,PUBLICIDAD Y PROPAGANDA -ANTERIORES-,211454.31,2026-02-10 00:00:00,Libre Disponibilidad,Municipales
1.2.1.21,TASAS POR SERV.VARIOS EJERCICIO ANTERIOR,196074.17,2026-02-10 00:00:00,Libre Disponibilidad,Municipales
1.2.1.04,HABILITACIÓN DE COMERCIOS E INDUSTRIAS,172000,2026-02-10 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.02,DERECHOS DE OFICINA EJERCICIOS ANTERIORES,99003.33,2026-02-10 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.01,IMPUESTO AUTOMOTOR LEY 13.010 -EJERCICIO-,34648.25,2026-02-10 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.02,OCUPACION Y USO DE ESPACIOS PUBLICOS DE EJERCICOS ANTERIORES,34426.35,2026-02-10 00:00:00,Libre Disponibilidad,Municipales
1.2.1.02,SERVICIOS ESPECIALES DE LIMPIEZA E HIGIENE,28840,2026-02-10 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.01,TASA SERVICIOS GENERALES MUNICIPALES - EJERCICIO-,110102129.5,2026-02-11 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.02,MULTAS POR CONTRAVENCIONES EJERCICIOS ANTERIORES,36810667.03,2026-02-11 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.01,INSPECCIÓN DE SEGURIDAD E HIGIENE -EJERCICIO-,34302401.59,2026-02-11 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.02,TASA SERVICIOS GENERALES MUNICIPALES -ANTERIORES-,14338973.42,2026-02-11 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.02,INSPECCIÓN DE SEGURIDAD E HIGIENE -ANTERIORES-,12094578.29,2026-02-11 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.01,DERECHOS DE OFICINA DEL EJERCICIO,11182500,2026-02-11 00:00:00,Libre Disponibilidad,Municipales
1.2.2.11.01,DERECHOS DE CONSTRUCCION,7137688.2,2026-02-11 00:00:00,Libre Disponibilidad,Municipales
1.2.6.08.02,MULTAS POR CONTRAVENCIONES (EJERC.ANTERIORES,6476400,2026-02-11 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.02,INFRACCION A LAS OBLIGACIONES EJERCICIO ANTERIORES,3918390.89,2026-02-11 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.02,IMPUESTO AUTOMOTOR LEY 13.010 - ANTERIORES-,3323509.04,2026-02-11 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.01,MULTAS POR CONTRAVENCIONES DEL EJERCICIO,2249488.89,2026-02-11 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.01,CEMENTERIO EJERCICIO,1457000,2026-02-11 00:00:00,Libre Disponibilidad,Municipales
1.2.1.14,TASA POR SERVICIOS VARIOS EJERCICIO,765000,2026-02-11 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.01,PUBLICIDAD Y PROPAGANDA -EJERCICIO-,749724.95,2026-02-11 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.01,INFRACCION A LAS OBLIGACIONES EJERCICIO,691360.32,2026-02-11 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.04,ALTAS Y/O BAJAS IMPOSIT.DE AUTOMOTORES,620000,2026-02-11 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.02,PUBLICIDAD Y PROPAGANDA -ANTERIORES-,439371.52,2026-02-11 00:00:00,Libre Disponibilidad,Municipales
1.1.9.08.01,PATENTE DE MOTOVEHICULOS DEL EJERCICIO,416391.79,2026-02-11 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.05,ALTAS Y/O BAJAS IMPOSIT.DE MOTOVEHICULOS,394920.04,2026-02-11 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.02,CEMENTERIO EJERCICIOS ANTERIORES,392426,2026-02-11 00:00:00,Libre Disponibilidad,Municipales
1.2.1.21,TASAS POR SERV.VARIOS EJERCICIO ANTERIOR,210012.78,2026-02-11 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.01,OCUPACION Y USO DE ESPACIOS PUBLICOS DEL EJERCICIO,149080,2026-02-11 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.02,DERECHOS DE OFICINA EJERCICIOS ANTERIORES,56286.1,2026-02-11 00:00:00,Libre Disponibilidad,Municipales
1.2.1.02,SERVICIOS ESPECIALES DE LIMPIEZA E HIGIENE,56000,2026-02-11 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.02,OCUPACION Y USO DE ESPACIOS PUBLICOS DE EJERCICOS ANTERIORES,52277.32,2026-02-11 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.01,IMPUESTO AUTOMOTOR LEY 13.010 -EJERCICIO-,10693,2026-02-11 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.01,TASA SERVICIOS GENERALES MUNICIPALES - EJERCICIO-,253463907.3,2026-02-12 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.02,MULTAS POR CONTRAVENCIONES EJERCICIOS ANTERIORES,40379504.61,2026-02-12 00:00:00,Libre Disponibilidad,Municipales
1.6.2.01.02,INTERESES POR COLOCACIONES FINANCIERAS,25988843.62,2026-02-12 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.02,INSPECCIÓN DE SEGURIDAD E HIGIENE -ANTERIORES-,25264798.62,2026-02-12 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.01,INSPECCIÓN DE SEGURIDAD E HIGIENE -EJERCICIO-,25015038.15,2026-02-12 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.01,DERECHOS DE OFICINA DEL EJERCICIO,16120265.78,2026-02-12 00:00:00,Libre Disponibilidad,Municipales
